id,name,description,type,orbit_id
6888,NROL-113,Third batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,Government/Top Secret,25
6890,OneWeb 20,"A batch of 20 satellites for the OneWeb satellite constellation, which is intended to provide global Internet broadband service for individual consumers. The constellation is planned to have around 648 microsatellites (of which 60 are spares), around 150 kg each, operating in Ku-band from low Earth orbit.",Communications,13
6896,Starlink Group 8-11,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6897,Starlink Group 9-6,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6900,Starlink Group 9-17,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6938,Starlink Group 9-8,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6944,Starlink Group 10-10,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6946,Starlink Group 6-61,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6948,Starlink Group 9-13,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6954,Starlink Group 8-19,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6955,Starlink Group 9-7,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6959,Integrated Flight Test 6,Sixth test flight of the two-stage Starship launch vehicle.,Test Flight,15
6970,NROL-167,Fourth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,Government/Top Secret,25
6972,Starlink Group 10-8,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6977,Starlink Group 9-9,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6978,Starlink Group 10-13,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6979,Starlink Group 6-77,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6981,Starlink Group 9-10,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6982,Starlink Group 6-69,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6987,Starlink Group 6-68,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6988,Starlink Group 9-11,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6989,Optus-X/TD7,An unannounced geostationary communication satellite built by Northrop Grumman; alleged for the Australian telecommunications operator Optus. Details TBD.,Communications,2
6991,Starlink Group 6-66,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6992,Starlink Group 9-12,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7003,Starlink Group 12-1,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7006,Starlink Group 6-76,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7009,Starlink Group 6-65,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7010,NROL-126,Fifth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,Government/Top Secret,25
7011,Starlink Group 9-14,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7021,Starlink Group 6-70,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7024,Starlink Group 11-2,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7025,NROL-149,Sixth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,Government/Top Secret,8
7029,Starlink Group 12-5,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
7033,Starlink Group 12-2,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
